#time	bbr		cubic	reno
1.00	1.09	0.742	0.954
2.00	1.00    1.05    0.998
3.00	0.997   0.997   0.998
4.00	0.960   0.997   0.997
5.00	0.820   0.998   0.998
6.00	0.998   0.977   0.997
7.00	0.999   1.02    0.656
8.00	0.998   0.996   1.09
9.00	0.998   0.998   0.983
10.00	0.994   0.996   1.00
11.00	0.607   0.987   1.00
12.00	1.07    1.01    1.01
13.00	1.01    0.998   0.980
14.00	0.999   0.997   0.865
15.00	0.997   0.997   0.990
16.00	0.994   0.997   1.04
17.00	0.744   0.992   1.01
18.00	0.666   1.00    0.967
19.00	0.997   0.998   1.03
20.00	0.999   0.998   0.998
21.00	0.782   0.977   0.999
22.00	1.06    1.01    0.909
23.00	0.996   0.976   0.940
24.00	1.00    1.02    0.884
25.00	0.997   0.997   1.00
26.00	0.998   0.981   0.993
27.00	0.945   0.982   0.950
28.00	0.809   1.03    1.05
29.00	0.993   0.986   0.982
30.00	0.996   0.997   0.987
31.00	0.992   0.982   0.900
32.00	1.01    0.980   1.06
33.00	0.999   1.01    0.996
34.00	0.996   0.967   0.999
35.00	0.994   1.02    0.969
36.00	1.00    1.00    0.974
37.00	0.998   1.00    1.05
38.00	0.995   0.984   0.998
39.00	0.998   1.01    0.970
40.00	0.790   0.998   1.02
41.00	0.997   0.970   0.999
42.00	0.997   1.02    1.00
43.00	0.856   0.954   0.991
44.00	1.06    1.04    0.982
45.00	0.998   0.988   1.02
46.00	0.999   1.01    0.999
47.00	0.998   0.996   0.997
48.00	0.997   1.00    0.978
49.00	0.913   0.959   1.02
50.00	1.08    1.03    0.998
51.00	0.997   0.998   0.996
52.00	0.999   0.997   0.998
53.00	0.998   0.998   0.984
54.00	0.886   0.997   1.00
55.00	1.02    0.951   0.964
56.00	0.997   1.04    1.02
57.00	0.999   0.996   1.01
58.00	0.998   0.998   1.00
59.00	0.996   0.997   0.998
60.00	0.997   0.998   0.998
61.00	0.980   0.996   0.995
62.00	1.01    0.999   0.962
63.00	0.988   0.997   1.03
64.00	0.900   0.984   0.948
65.00	1.02    1.01    1.05
66.00	0.994   0.997   0.856
67.00	0.984   0.983   1.08
68.00	1.00    0.997   0.985
69.00	1.01    0.982   1.01
70.00	0.999   0.941   0.998
71.00	0.996   0.952   0.998
72.00	0.843   1.08    0.996
73.00	0.809   0.969   0.999
74.00	0.911   1.02    0.985
75.00	1.06    1.01    0.968
76.00	0.984   0.998   1.04
77.00	1.01    0.997   0.998
78.00	0.997   0.997   0.988
79.00	0.995   0.997   0.960
80.00	0.999   0.998   1.04
81.00	0.999   0.983   0.981
82.00	0.998   0.992   1.02
83.00	0.995   1.01    0.979
84.00	0.828   0.997   0.985
85.00	1.09    0.998   0.934
86.00	0.991   0.997   1.05
87.00	1.00    0.996   1.01
88.00	0.996   0.997   1.03
89.00	1.00    0.980   0.981
90.00	0.998   1.00    1.01
91.00	0.995   1.01    1.00
92.00	0.996   0.963   0.999
93.00	1.00    1.03    0.995
94.00	0.889   0.997   1.0
95.00	1.02    0.997   0.997
96.00	0.998   0.997   0.999
97.00	0.998   0.997   0.998
98.00	0.997   0.965   0.997
99.00	0.998   1.03    0.984
100.00	0.995   0.998   1.01
101.00	1.00    0.998   0.992
102.00	0.994   0.995   1.00
103.00	0.989   0.975   0.998
104.00	1.01    0.945   0.996
105.00	0.882   1.06    0.997
106.00	1.02    1.01    0.999
107.00	1.00    0.846   0.998
108.00	1.00    1.03    0.963
109.00	0.990   1.03    1.03
110.00	1.00    0.973   0.995
111.00	0.988   1.02    1.01
112.00	1.01    0.994   0.966
113.00	0.997   0.902   1.03
114.00	0.998   1.05    0.998
115.00	0.898   0.997   0.997
116.00	1.01    0.998   0.998
117.00	0.998   0.997   0.951
118.00	0.997   0.997   1.04
119.00	0.998   0.981   0.994
120.00	0.997   1.01    0.825
