1.00 120
2.00 102
3.00 98.6
4.00 99.5
5.00 98.5
6.00 99.0
7.00 99.0
8.00 99.1
9.00 98.5
10.00 99.1
11.00 99.0
12.00 99.1
13.00 99.0
14.00 99.1
15.00 98.5
16.00 99.0
17.00 99.1
18.00 99.1
19.00 98.5
20.00 99.0
21.00 99.1
22.00 99.0
23.00 99.1
24.00 99.0
25.00 98.6
26.00 99.0
27.00 99.1
28.00 99.1
29.00 98.5
30.00 99.1
31.00 99.0
32.00 99.1
33.00 98.5
34.00 99.0
35.00 99.1
36.00 99.1
37.00 99.0
38.00 98.6
39.00 99.0
40.00 99.1
41.00 99.0
42.00 99.0
43.00 99.1
44.00 98.5
45.00 99.0
46.00 99.0
47.00 99.1
48.00 98.5
49.00 99.1
50.00 99.0
51.00 99.1
52.00 99.0
53.00 99.0
54.00 98.5
55.00 99.0
56.00 99.1
57.00 99.1
58.00 99.0
59.00 98.6
60.00 99.0
61.00 99.1
62.00 99.0
63.00 99.0
64.00 99.1
65.00 98.5
66.00 99.1
67.00 99.0
68.00 99.1
69.00 99.0
70.00 98.5
71.00 99.0
72.00 99.1
73.00 99.0
74.00 98.6
75.00 99.0
76.00 99.0
77.00 99.0
78.00 99.1
79.00 98.5
80.00 99.1
81.00 99.0
82.00 99.0
83.00 99.1
84.00 99.0
85.00 98.6
86.00 99.0
87.00 99.1
88.00 98.9
89.00 99.1
90.00 99.1
91.00 98.6
92.00 99.0
93.00 99.0
94.00 99.1
95.00 99.0
96.00 98.5
97.00 99.1
98.00 99.0
99.00 99.0
100.00 99.0
101.00 98.5
102.00 99.0
103.00 99.1
104.00 99.1
105.00 99.1
106.00 98.5
107.00 99.0
108.00 99.1
109.00 99.0
110.00 99.1
111.00 98.5
112.00 99.1
113.00 99.0
114.00 99.0
115.00 99.0
116.00 98.5
117.00 99.1
118.00 99.1
119.00 99.0
120.00 99.1
