#time 	bbr		cubic	reno
1.00	0.984	0.635	1.10
2.00	0.994   0.998   0.998
3.00	0.997   0.997   0.996
4.00	0.982   0.998   0.992
5.00	1.01    0.997   1.00
6.00	0.998   0.997   0.999
7.00	0.999   0.997   0.995
8.00	0.997   0.997   0.997
9.00	0.999   0.998   0.989
10.00	0.998   0.997   1.01
11.00	0.884   0.998   0.999
12.00	1.02    0.990   0.998
13.00	1.00    1.00    0.997
14.00	0.988   0.997   0.998
15.00	1.01    0.998   0.996
16.00	0.998   0.996   0.998
17.00	0.999   0.964   0.998
18.00	0.997   1.01    0.997
19.00	0.997   1.02    0.996
20.00	0.997   0.987   0.988
21.00	0.817   1.01    1.00
22.00	1.09    0.998   0.999
23.00	0.997   0.992   0.997
24.00	0.996   1.00    0.997
25.00	1.00    0.968   0.998
26.00	0.997   0.996   0.965
27.00	0.997   0.998   1.03
28.00	0.997   0.997   0.998
29.00	0.997   0.998   0.997
30.00	0.997   0.990   0.994
31.00	0.920   1.00    0.980
32.00	0.989   0.999   1.02
33.00	0.995   0.994   0.996
34.00	0.996   1.00    0.998
35.00	0.999   0.998   0.997
36.00	0.994   0.986   0.998
37.00	1.00    1.01    0.997
38.00	0.998   0.998   0.997
39.00	0.997   0.996   0.998
40.00	0.997   0.997   0.998
41.00	0.997   0.997   0.997
42.00	0.902   0.998   0.990
43.00	0.993   0.929   1.00
44.00	1.00    1.03    0.997
45.00	0.996   1.03    0.998
46.00	1.00    0.996   0.993
47.00	0.999   0.997   1.00
48.00	0.998   0.997   0.998
49.00	0.998   0.998   0.997
50.00	0.997   0.964   0.998
51.00	0.998   1.03    0.995
52.00	0.912   0.989   0.997
53.00	0.848   1.01    0.998
54.00	1.07    0.997   0.997
55.00	0.987   0.997   0.998
56.00	1.01    0.998   0.996
57.00	0.992   0.985   0.999
58.00	0.996   0.981   0.996
59.00	1.00    1.01    0.998
60.00	0.974   0.965   0.996
61.00	1.02    1.04    0.876
62.00	0.860   0.969   1.06
63.00	1.04    1.03    0.997
64.00	0.997   0.976   0.997
65.00	0.991   1.02    0.996
66.00	1.01    0.994   0.997
67.00	0.998   1.00    0.996
68.00	0.997   0.880   0.997
69.00	0.999   1.02    0.997
70.00	0.997   0.997   0.993
71.00	0.998   0.997   1.00
72.00	0.780   0.968   0.997
73.00	1.01    1.03    0.998
74.00	0.994   0.990   0.996
75.00	1.00    1.01    0.999
76.00	0.999   0.998   0.997
77.00	0.999   0.989   0.997
78.00	0.998   1.01    0.997
79.00	0.995   0.985   0.994
80.00	1.00    1.01    1.0
81.00	0.997   0.998   0.998
82.00	0.957   0.986   0.997
83.00	0.941   1.01    0.997
84.00	0.994   0.998   0.997
85.00	0.999   0.998   0.997
86.00	0.999   0.996   0.998
87.00	0.989   0.998   0.997
88.00	1.00    0.998   0.968
89.00	1.00    0.996   1.02
90.00	0.995   0.998   0.998
91.00	1.00    0.998   0.997
92.00	0.996   0.997   0.997
93.00	0.858   0.998   0.997
94.00	0.790   0.997   0.998
95.00	1.09    0.998   0.997
96.00	0.997   0.998   0.994
97.00	0.998   0.991   1.00
98.00	0.997   1.00    0.996
99.00	0.996   0.997   0.997
100.00	0.986   0.996   0.997
101.00	1.01    0.998   0.998
102.00	0.997   0.997   0.997
103.00	0.902   0.997   0.997
104.00	0.999   0.997   0.998
105.00	0.998   0.988   0.997
106.00	0.999   1.01    0.997
107.00	0.998   0.998   0.908
108.00	0.997   0.998   1.02
109.00	0.997   0.989   0.635
110.00	0.876   1.00    1.02
111.00	1.04    0.998   0.982
112.00	1.00    0.996   1.01
113.00	0.838   0.998   0.997
114.00	1.07    0.996   0.999
115.00	0.996   0.997   0.996
116.00	0.988   0.996   0.998
117.00	0.998   0.985   0.996
118.00	0.963   1.01    0.998
119.00	1.04    0.998   0.996
120.00	0.992   0.998   0.999
