1.00 123
2.00 98.5
3.00 99.1
4.00 99.1
5.00 99.0
6.00 98.5
7.00 99.0
8.00 99.1
9.00 99.1
10.00 98.0
11.00 100
12.00 99.0
13.00 99.1
14.00 99.0
15.00 98.6
16.00 99.1
17.00 99.0
18.00 99.1
19.00 99.0
20.00 98.5
21.00 99.5
22.00 99.1
23.00 95.4
24.00 99.1
25.00 99.0
26.00 99.1
27.00 99.0
28.00 98.5
29.00 99.6
30.00 99.1
31.00 99.0
32.00 98.6
33.00 99.6
34.00 99.0
35.00 99.1
36.00 98.5
37.00 99.0
38.00 99.0
39.00 98.5
40.00 98.4
41.00 99.6
42.00 98.5
43.00 99.1
44.00 99.0
45.00 99.0
46.00 98.5
47.00 99.4
48.00 99.3
49.00 98.5
50.00 99.1
51.00 99.6
52.00 99.0
53.00 99.1
54.00 99.0
55.00 99.0
56.00 99.1
57.00 99.1
58.00 98.5
59.00 99.0
60.00 99.0
61.00 98.6
62.00 99.0
63.00 99.0
64.00 99.0
65.00 98.6
66.00 99.0
67.00 99.1
68.00 99.0
69.00 95.4
70.00 102
71.00 99.1
72.00 98.5
73.00 99.0
74.00 99.1
75.00 99.0
76.00 98.6
77.00 99.0
78.00 99.1
79.00 98.5
80.00 99.6
81.00 98.5
82.00 99.0
83.00 99.0
84.00 99.6
85.00 99.0
86.00 99.1
87.00 99.1
88.00 99.0
89.00 99.1
90.00 96.4
91.00 99.5
92.00 99.0
93.00 99.1
94.00 98.5
95.00 99.5
96.00 99.1
97.00 99.0
98.00 99.1
99.00 99.0
100.00 98.5
101.00 99.0
102.00 98.5
103.00 99.1
104.00 99.0
105.00 99.1
106.00 99.0
107.00 99.1
108.00 99.0
109.00 99.0
110.00 98.0
111.00 99.1
112.00 99.6
113.00 99.0
114.00 99.0
115.00 99.0
116.00 99.0
117.00 99.6
118.00 99.1
119.00 98.6
120.00 91.7
