1.00 0.636
2.00 1.01
3.00 1.04
4.00 0.974
5.00 1.02
6.00 1.01
7.00 1.00
8.00 0.981
9.00 1.01
10.00 0.993
11.00 1.01
12.00 0.977
13.00 0.904
14.00 0.993
15.00 1.01
16.00 0.998
17.00 0.996
18.00 0.999
19.00 0.997
20.00 0.996
21.00 0.972
22.00 1.01
23.00 0.958
24.00 0.998
25.00 1.01
26.00 1.03
27.00 0.992
28.00 0.996
29.00 0.976
30.00 0.981
31.00 1.04
32.00 0.965
33.00 1.03
34.00 0.999
35.00 0.971
36.00 1.01
37.00 1.01
38.00 0.988
39.00 1.01
40.00 0.975
41.00 0.977
42.00 1.02
43.00 1.01
44.00 0.962
45.00 1.01
46.00 0.923
47.00 1.05
48.00 0.983
49.00 0.999
50.00 0.802
51.00 1.05
52.00 1.01
53.00 0.960
54.00 0.985
55.00 0.957
56.00 0.989
57.00 0.998
58.00 0.948
59.00 1.01
60.00 1.05
61.00 0.953
62.00 0.845
63.00 1.01
64.00 0.997
65.00 0.965
66.00 0.961
67.00 0.982
68.00 1.06
69.00 0.996
70.00 0.999
71.00 0.996
72.00 0.994
73.00 1.00
74.00 0.999
75.00 0.976
76.00 0.998
77.00 0.979
78.00 1.02
79.00 1.01
80.00 0.991
81.00 0.996
82.00 1.00
83.00 0.997
84.00 0.972
85.00 1.02
86.00 1.00
87.00 0.994
88.00 0.996
89.00 1.00
90.00 0.999
91.00 0.998
92.00 0.998
93.00 0.997
94.00 0.998
95.00 0.857
96.00 0.891
97.00 1.01
98.00 1.02
99.00 1.01
100.00 1.01
101.00 0.988
102.00 1.00
103.00 1.00
104.00 1.00
105.00 0.999
106.00 0.991
107.00 1.00
108.00 0.991
109.00 0.982
110.00 0.926
111.00 1.01
112.00 1.03
113.00 0.995
114.00 1.01
115.00 1.03
116.00 0.994
117.00 0.975
118.00 1.03
119.00 0.997
120.00 0.778
