1.00 0.984
2.00 0.994
3.00 0.997
4.00 0.982
5.00 1.01
6.00 0.998
7.00 0.999
8.00 0.997
9.00 0.999
10.00 0.998
11.00 0.884
12.00 1.02
13.00 1.00
14.00 0.988
15.00 1.01
16.00 0.998
17.00 0.999
18.00 0.997
19.00 0.997
20.00 0.997
21.00 0.817
22.00 1.09
23.00 0.997
24.00 0.996
25.00 1.00
26.00 0.997
27.00 0.997
28.00 0.997
29.00 0.997
30.00 0.997
31.00 0.920
32.00 0.989
33.00 0.995
34.00 0.996
35.00 0.999
36.00 0.994
37.00 1.00
38.00 0.998
39.00 0.997
40.00 0.997
41.00 0.997
42.00 0.902
43.00 0.993
44.00 1.00
45.00 0.996
46.00 1.00
47.00 0.999
48.00 0.998
49.00 0.998
50.00 0.997
51.00 0.998
52.00 0.912
53.00 0.848
54.00 1.07
55.00 0.987
56.00 1.01
57.00 0.992
58.00 0.996
59.00 1.00
60.00 0.974
61.00 1.02
62.00 0.860
63.00 1.04
64.00 0.997
65.00 0.991
66.00 1.01
67.00 0.998
68.00 0.997
69.00 0.999
70.00 0.997
71.00 0.998
72.00 0.780
73.00 1.01
74.00 0.994
75.00 1.00
76.00 0.999
77.00 0.999
78.00 0.998
79.00 0.995
80.00 1.00
81.00 0.997
82.00 0.957
83.00 0.941
84.00 0.994
85.00 0.999
86.00 0.999
87.00 0.989
88.00 1.00
89.00 1.00
90.00 0.995
91.00 1.00
92.00 0.996
93.00 0.858
94.00 0.790
95.00 1.09
96.00 0.997
97.00 0.998
98.00 0.997
99.00 0.996
100.00 0.986
101.00 1.01
102.00 0.997
103.00 0.902
104.00 0.999
105.00 0.998
106.00 0.999
107.00 0.998
108.00 0.997
109.00 0.997
110.00 0.876
111.00 1.04
112.00 1.00
113.00 0.838
114.00 1.07
115.00 0.996
116.00 0.988
117.00 0.998
118.00 0.963
119.00 1.04
120.00 0.992
