#time    h-1-a    h-1-b
1.00	  234     89.6
2.00     70.9     69.3
3.00	 43.3     57.3
4.00	 48.5     34.9
5.00	 45.3     42.8
6.00	 69.4     65.7
7.00	 67.7     38.0
8.00	 78.8     69.3
9.00	 86.5     73.0
10.00	 48.5     80.3
11.00	 73.0     58.4
12.00	 45.4     61.0
13.00	 43.2     59.6
14.00	 97.5     61.4
15.00	 55.3     59.4
16.00	 47.4     49.0
17.00	 19.3     20.9
18.00	 20.9     23.4
19.00	 47.4     49.6
20.00	 42.2     43.8
21.00	 43.3     65.7
22.00	  106     90.2
23.00	 68.8     44.8
24.00	 67.2     58.4
25.00	 40.1     20.3
26.00	 68.8     55.8
27.00	 90.7     55.8
28.00	 61.5     27.1
29.00	 77.7     74.6
30.00	 65.7     49.5
31.00	 67.7     51.0
32.00	 58.4     43.2
33.00	 30.2     23.5
34.00	 43.8     52.2
35.00	 66.7     47.4
36.00	 32.3     50.6
37.00	 52.1     42.2
38.00	 69.3     51.6
39.00	 50.5     50.6
40.00	 42.3     53.1
41.00	 57.3     54.3
42.00	 42.2     30.2
43.00	 62.0      102
44.00	 37.6     29.2
45.00	 50.0     73.4
46.00	 42.7     33.4
47.00	 53.2     57.8
48.00	 67.6     54.8
49.00	 31.3     27.1
50.00	 66.2     66.8
51.00	 38.6     42.2
52.00	 80.2     68.3
53.00	 58.9     60.5
54.00	 64.7     46.4
55.00	 71.5     75.6
56.00	 45.9     62.0
57.00	 77.1     69.3
58.00	 73.6     63.6
59.00	 63.0      106
60.00	  133      102
61.00	  170      143
62.00	 85.0     78.9
63.00	 66.2     81.2
64.00	 73.0     58.9
65.00	 91.2     92.8
66.00	 98.5     82.4
67.00	 66.2     55.3
68.00	 69.9     70.9
69.00	 54.7     58.9
70.00	 50.5     50.5
71.00	 68.4     70.9
72.00	 47.4     65.7
73.00	 40.2     59.4
74.00	 53.7     26.1
75.00	 44.3     67.8
76.00	 80.2     60.4
77.00	 73.0     63.1
78.00	 43.3     36.0
79.00	 51.0     57.3
80.00	 69.9     62.6
81.00	 64.1     91.7
82.00	 87.1     77.1
83.00	 50.5     68.8
84.00	 84.4     88.7
85.00	 41.2     57.3
86.00	 47.9     33.4
87.00	 43.3     37.5
88.00	 58.9     52.1
89.00	 77.1     80.3
90.00	 69.9     58.8
91.00	 67.8     41.7
92.00	 87.6     86.1
93.00	 39.6     28.1
94.00	 27.1     20.9
95.00	 50.6     60.5
96.00	 46.4     66.7
97.00	 56.3     62.0
98.00	 92.4     79.7
99.00	 81.8     76.6
100.00	 22.9     21.4
101.00	 20.3     22.4
102.00	 29.2     43.3
103.00	 82.3     64.6
104.00	 31.3     40.2
105.00	 35.4     22.9
106.00	 64.1     69.4
107.00	 80.3     83.4
108.00	  110      113
109.00	 50.1     47.9
110.00	 47.4     65.7
111.00	 59.4     58.4
112.00	 48.0     42.7
113.00	 73.5     74.0
114.00	 32.3     25.5
115.00	 47.5     78.7
116.00	 93.3      137
117.00	 66.7     56.3
118.00	 45.9     45.8
119.00	 57.3     63.6
120.00	 85.5      125















































































































































































































































