1.00 0.954
2.00 0.998
3.00 0.998
4.00 0.997
5.00 0.998
6.00 0.997
7.00 0.656
8.00 1.09
9.00 0.983
10.00 1.00
11.00 1.00
12.00 1.01
13.00 0.980
14.00 0.865
15.00 0.990
16.00 1.04
17.00 1.01
18.00 0.967
19.00 1.03
20.00 0.998
21.00 0.999
22.00 0.909
23.00 0.940
24.00 0.884
25.00 1.00
26.00 0.993
27.00 0.950
28.00 1.05
29.00 0.982
30.00 0.987
31.00 0.900
32.00 1.06
33.00 0.996
34.00 0.999
35.00 0.969
36.00 0.974
37.00 1.05
38.00 0.998
39.00 0.970
40.00 1.02
41.00 0.999
42.00 1.00
43.00 0.991
44.00 0.982
45.00 1.02
46.00 0.999
47.00 0.997
48.00 0.978
49.00 1.02
50.00 0.998
51.00 0.996
52.00 0.998
53.00 0.984
54.00 1.00
55.00 0.964
56.00 1.02
57.00 1.01
58.00 1.00
59.00 0.998
60.00 0.998
61.00 0.995
62.00 0.962
63.00 1.03
64.00 0.948
65.00 1.05
66.00 0.856
67.00 1.08
68.00 0.985
69.00 1.01
70.00 0.998
71.00 0.998
72.00 0.996
73.00 0.999
74.00 0.985
75.00 0.968
76.00 1.04
77.00 0.998
78.00 0.988
79.00 0.960
80.00 1.04
81.00 0.981
82.00 1.02
83.00 0.979
84.00 0.985
85.00 0.934
86.00 1.05
87.00 1.01
88.00 1.03
89.00 0.981
90.00 1.01
91.00 1.00
92.00 0.999
93.00 0.995
94.00 1.0
95.00 0.997
96.00 0.999
97.00 0.998
98.00 0.997
99.00 0.984
100.00 1.01
101.00 0.992
102.00 1.00
103.00 0.998
104.00 0.996
105.00 0.997
106.00 0.999
107.00 0.998
108.00 0.963
109.00 1.03
110.00 0.995
111.00 1.01
112.00 0.966
113.00 1.03
114.00 0.998
115.00 0.997
116.00 0.998
117.00 0.951
118.00 1.04
119.00 0.994
120.00 0.825
